timestamp,snr,sigma,nmse,ber,x_true_0,x_true_1,x_true_2,x_true_3,x_true_4,x_true_5,x_true_6,x_true_7,x_true_8,x_true_9,x_true_10,x_true_11,x_true_12,x_true_13,x_true_14,x_true_15,x_true_16,x_true_17,x_true_18,x_true_19,x_pred_0,x_pred_1,x_pred_2,x_pred_3,x_pred_4,x_pred_5,x_pred_6,x_pred_7,x_pred_8,x_pred_9,x_pred_10,x_pred_11,x_pred_12,x_pred_13,x_pred_14,x_pred_15,x_pred_16,x_pred_17,x_pred_18,x_pred_19
2025-01-08 18:57:02.304121,-5,1.7782794100389228,-9.446038936750137,0.0,-1,1,-1,-1,1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1.10504233715,0.912298873825,-0.271871914120175,-1.087373703875,0.1770459567156249,-0.9197071842425,-1.2737674124250002,1.373930031175,0.84762861614625,1.1425412227000002,0.9964437474,-1.34096414745,0.502085077314,0.94622109635,0.6673213003338251,1.037647822825,-0.6744508648524999,-1.17849120765,-0.6151982661991501,-0.90797553344
2025-01-08 18:57:03.559678,-5,1.7782794100389228,-10.127935648797433,0.0,-1,-1,1,1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,-0.8901984973999,-1.3173753602375,1.161274646,0.86171537162,0.9598771487,-0.9158167789075,-0.4542375290329999,1.111525886075,1.000876258725,-1.182508740455,-1.2758163748,0.3719643941075,0.6431074389075,-0.3283844679170499,-1.2949226776750002,0.882012668015,-0.9890647549375,1.50569820725,1.1117227379025,-0.8835962056252499
2025-01-08 18:57:04.823562,-5,1.7782794100389228,-10.630249850250262,0.0,-1,1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,-0.956809342885,0.99097123394,-0.992062378045,-1.08557662234,-0.62273754694125,-0.3355371174022625,0.9245334737575,0.554836590294725,-1.27121689055,0.915818501505,0.937518128035,-0.631114578815,-1.24814026135,0.94308334477775,1.0591394640224998,0.8068331478024999,-1.2020970888725,-1.050980473635,-1.74439564675,0.905222507825
2025-01-08 18:57:06.128901,-5,1.7782794100389228,-9.966528024700452,0.0,1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,-1,1,-1,1,-1,0.99462959645525,-0.889228963885,1.365416615825,0.7900720703399999,0.941382112295,1.05584734725,0.44045287760435,-0.581463993587975,0.6035336582045001,1.2099795606,0.5454105839010001,0.8645009349224999,-0.4437093506652499,0.6663375858547499,-1.1260880862499998,-0.91610855865,0.5897661123102499,-1.1000361951525002,1.25091799382175,-0.5315107184747501
2025-01-08 18:57:07.358142,-5,1.7782794100389228,-12.583899617755502,0.0,1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,1.097396388375,-1.263400832225,-1.335725753525,0.78312455723,-0.5437599519335501,0.9607443696775,0.97525519272,1.39110139985,-0.953399198235,-1.2766351719499998,-1.289101066575,0.6544576445425,-0.8343972552175001,0.8434083932075,-1.3035337084749998,0.9118401890875,-1.0233428550525,1.167915497325,-0.8176169584474999,1.0758336933075
2025-01-08 18:57:08.734232,-5,1.7782794100389228,-7.814729958956027,0.0,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,1,-1.1024037806299998,-0.956194036484,1.44711201825,0.854124343341,0.6470873137250001,0.4338682383589999,0.422776668406775,-1.0360513676999998,-0.7112182541050001,-2.02773642425,1.0131427024750002,0.9983468666200002,-1.0560460377,0.6729750193775,0.4070084899569999,-1.29639322285,-0.532522755931,-1.054151036016,-0.3842968206169,0.93030584936225
2025-01-08 18:57:09.975263,-5,1.7782794100389228,-10.792296156762236,0.0,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1.156632865475,-0.8493652959347501,-0.904288781695,-0.8590577271175001,-0.3259011698629999,1.38637973485,-1.564026892975,0.6109168757615,-1.0718275369125,0.5324306318202501,1.1388925329,-0.8103512443299999,1.0289445637025,0.7701767355635,-1.1035812577500002,-0.82806074172,-0.783234271665,-0.912213762535,-1.1524200867575,1.25711473475
2025-01-08 18:57:11.208563,-5,1.7782794100389228,-8.16631755502883,0.0,-1,-1,-1,-1,1,1,-1,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-2.10943199575,-1.323292501,-1.0279220283625,-1.17866711665,0.8352367106669999,0.8348289168999999,-0.8356209277075,0.7425403653999999,1.3703602614,-1.077443300425,0.922103340185,1.502279485,-0.277368905707275,-0.698908402925,-1.34393351375,0.886402036445,-0.5439474908352501,0.8807333375149999,1.4008737775,-0.919836338455
2025-01-08 18:57:12.578497,-5,1.7782794100389228,-11.530213938349217,0.0,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,-1,-1,0.9326932777965,-0.571937351305,1.117644113375,-0.866498436,-0.9926340632075,0.907614963,1.193678386475,-0.886458878125,-1.3631001554999995,1.296221605725,1.0420957188550002,-0.959195789625,0.4496261019923,-1.1182755729750002,0.870036892175,-0.5923400123815,0.7660067189875,-1.113563382925,-1.155228612425,-0.4406221694845
2025-01-08 18:57:13.923070,-5,1.7782794100389228,-9.6523167499787,0.0,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,1,-1,-1,1,0.9321600571775,-0.6242588551017499,0.45220600833575,-1.003340174825,1.0650018098,1.15821259845,-0.60090995919165,-0.8245114255225001,1.1958679249777502,0.5806670404655,1.0260988594,-0.5231037793509999,-0.97775517095,0.92379154944,-0.337901251510375,0.4646985016479,1.45688997275,-1.27633173275,-1.142159276725,0.8495288126289999
