timestamp,snr,sigma,nmse,ber,x_true_0,x_true_1,x_true_2,x_true_3,x_true_4,x_true_5,x_true_6,x_true_7,x_true_8,x_true_9,x_true_10,x_true_11,x_true_12,x_true_13,x_true_14,x_true_15,x_true_16,x_true_17,x_true_18,x_true_19,x_pred_0,x_pred_1,x_pred_2,x_pred_3,x_pred_4,x_pred_5,x_pred_6,x_pred_7,x_pred_8,x_pred_9,x_pred_10,x_pred_11,x_pred_12,x_pred_13,x_pred_14,x_pred_15,x_pred_16,x_pred_17,x_pred_18,x_pred_19
2025-01-09 15:44:48.645038,15,0.1778279410038922,-13.216613383363969,0.0,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1.0596009814575,-1.2852486679999997,-0.78198049862675,1.11755641255,0.911868977844325,1.633771642,0.8429725937425001,0.9077936381775,1.0983768952800002,-0.9368288503075,-0.8573499125175001,-1.190486357575,-1.22841829376,0.7956864257924999,-0.8930519521325,0.98156038191025,1.02112639475,-1.4286042503725,0.985979889135,-1.0663095927999997
2025-01-09 15:44:49.966634,15,0.1778279410038922,-10.840591429719684,0.0,1,1,1,-1,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,-1,1,1.1172253696475,0.8294322979050001,0.7500098500375,-1.0831749666,0.90626185688475,1.29752031125,-0.9955020409375,-1.13160359825225,0.9749278985975,1.1215568503250002,-0.7262937322535,0.799116567201,-1.96988656475,1.0335025918,-1.132789466065,-1.0427247105625,0.82277125603075,1.3349321796999998,-1.2915142347375,1.317259638475
2025-01-09 15:44:51.251683,15,0.1778279410038922,-11.040448373623164,0.0,-1,1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,-0.8614356074060001,1.06991766360625,0.91765694628775,-1.140533840825,-1.02932430583,-0.811744124108,0.564882849964,0.75709433515,-1.1513080301499998,-1.55001117025,1.1649757480375,1.22118715045,-1.33778162075,1.0434419085,-1.1093271524,1.3089216526999998,-1.416788004125,-0.9102956988725,-1.131427876825,1.6439968125
2025-01-09 15:44:52.557388,15,0.1778279410038922,-12.558420562059036,0.0,1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,0.7710003840985501,1.4094845725,0.7917293794928001,0.80884440517,-0.7887157854375,-1.26479682075,1.0328397298499998,-1.289023678475,-1.082367687475,-1.2638779981,1.41993468575,-1.26380190325,0.9433035168775,1.4669228981749998,-0.8181080524825001,1.08017313269,-1.0635919362525,0.998268918575,0.90302485356025,-0.8829520420375
2025-01-09 15:44:53.916426,15,0.1778279410038922,-9.655434601591727,0.0,1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,1.1796894238999998,-0.6566635488925,1.61452317925,-1.90336842275,-1.0287853905875002,-0.8538783026502501,-1.09598919484725,1.2147291347750002,1.2443996680999998,1.2872673285,1.108819061875,-0.4379054938072499,0.637750507322,0.7340280525124999,0.9646964991725,1.1370419664949998,-1.19756296875,-1.09223902014,-1.0611779147825,-0.979057815682
2025-01-09 15:44:55.285247,15,0.1778279410038922,-12.429779110650747,0.0,-1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,-1,-1,-1.3079367898,1.17965468025,-1.1737293815,0.64166576783025,-1.30230035615,1.1749690810375,-1.4038963266750002,-0.7331819936060001,-1.25098992275,1.4539515967,1.044388305695,-1.3534837433,0.9357518440725,-1.08465318022,-1.1443974711024998,-0.813568289955,1.0092390040075,1.07371906856025,-0.9104350411665,-1.1567585033325
2025-01-09 15:44:56.629077,15,0.1778279410038922,-12.880885179239176,0.0,-1,1,1,-1,-1,1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,-1,1,-0.7700928833292501,0.7943330099047501,0.8144086186924999,-1.4808237585,-1.086488622155,1.1095096128750002,1.21463973075,0.8746183712875,0.8008872797775,-0.8395245659325001,0.9545778406275,1.08598295695,1.45884292175,-1.34470568375,1.332942510475,-0.9745934684975,0.8473191744002501,-1.1042334974275,-1.18099028415,1.0744914395750005
2025-01-09 15:44:57.932709,15,0.1778279410038922,-11.345843507485467,0.0,1,-1,1,-1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,-1,-1,-1,0.50355518827635,-1.1383877199,1.015925749715,-0.8498444042150001,-1.30970146925,1.285719321625,-1.27392955305,0.951609735,-1.2077541928,1.244425992275,0.756830078933,0.9532373102075,1.47848540885,-1.3865749873,0.9767881071975,-1.16156944521,0.730227044348125,-1.27903591085,-1.359846924375,-1.2726342955
2025-01-09 15:44:59.190699,15,0.1778279410038922,-11.176594140003475,0.0,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1.014250123035,1.22592504225,1.05058275574,-1.358204265975,1.02684928883,1.015376421545,0.582223487194,-1.067402855765,-0.88083587910925,-1.0211164475625,-1.2067205200475,-1.5958284189999998,1.245345888425,0.64407951359375,1.27754009625,-1.304571503995,-0.6237727453374999,1.2704339267,1.379570246775,-1.18812175355
2025-01-09 15:45:00.559366,15,0.1778279410038922,-12.450887098837685,0.0,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1.0501658013524997,-0.8366008962075,0.89633650381,-1.0494548503025,-1.0153389788725,-1.52367503,0.945355922943,1.3525181513000002,-1.310962795,-0.8243905729125,-0.7192879588685,1.4218962917499998,-1.0662647427249998,-0.83772912048825,0.908556256887025,-1.21646293875,-1.22132881755,1.010825822895,1.130982910918125,-0.604012084434
